id,name,type,card_type,hp,stage,evolves_from,ability,effect,attack1_name,attack1_cost,attack1_damage,attack1_effect,attack2_name,attack2_cost,attack2_damage,attack2_effect,description
405,未設定ポケモン_405,,Pokemon,,,,,,,,,,,,,,
406,未設定ポケモン_406,,Pokemon,,,,,,,,,,,,,,
407,未設定ポケモン_407,,Pokemon,,,,,,,,,,,,,,
408,未設定ポケモン_408,,Pokemon,,,,,,,,,,,,,,
409,未設定ポケモン_409,,Pokemon,,,,,,,,,,,,,,
410,未設定ポケモン_410,,Pokemon,,,,,,,,,,,,,,
411,未設定ポケモン_411,,Pokemon,,,,,,,,,,,,,,
412,未設定ポケモン_412,,Pokemon,,,,,,,,,,,,,,
413,未設定ポケモン_413,,Pokemon,,,,,,,,,,,,,,
414,未設定ポケモン_414,,Pokemon,,,,,,,,,,,,,,
415,未設定ポケモン_415,,Pokemon,,,,,,,,,,,,,,
416,未設定ポケモン_416,,Pokemon,,,,,,,,,,,,,,
417,未設定ポケモン_417,,Pokemon,,,,,,,,,,,,,,
418,未設定ポケモン_418,,Pokemon,,,,,,,,,,,,,,
419,未設定ポケモン_419,,Pokemon,,,,,,,,,,,,,,
420,未設定ポケモン_420,,Pokemon,,,,,,,,,,,,,,
421,未設定ポケモン_421,,Pokemon,,,,,,,,,,,,,,
422,未設定ポケモン_422,,Pokemon,,,,,,,,,,,,,,
423,未設定ポケモン_423,,Pokemon,,,,,,,,,,,,,,
424,未設定ポケモン_424,,Pokemon,,,,,,,,,,,,,,
425,未設定ポケモン_425,,Pokemon,,,,,,,,,,,,,,
426,未設定ポケモン_426,,Pokemon,,,,,,,,,,,,,,
427,未設定ポケモン_427,,Pokemon,,,,,,,,,,,,,,
428,未設定ポケモン_428,,Pokemon,,,,,,,,,,,,,,
429,未設定ポケモン_429,,Pokemon,,,,,,,,,,,,,,
430,未設定ポケモン_430,,Pokemon,,,,,,,,,,,,,,
431,未設定ポケモン_431,,Pokemon,,,,,,,,,,,,,,
432,未設定ポケモン_432,,Pokemon,,,,,,,,,,,,,,
433,リーシャン,Psychic,Pokemon,60,0,,, ,ねがいをかなえる,1,0,lock_item,,,,,次の相手の番、グッズを使わせない
434,未設定ポケモン_434,,Pokemon,,,,,,,,,,,,,,
435,未設定ポケモン_435,,Pokemon,,,,,,,,,,,,,,
436,未設定ポケモン_436,,Pokemon,,,,,,,,,,,,,,
437,未設定ポケモン_437,,Pokemon,,,,,,,,,,,,,,
438,未設定ポケモン_438,,Pokemon,,,,,,,,,,,,,,
439,未設定ポケモン_439,,Pokemon,,,,,,,,,,,,,,
440,未設定ポケモン_440,,Pokemon,,,,,,,,,,,,,,
441,未設定ポケモン_441,,Pokemon,,,,,,,,,,,,,,
442,未設定ポケモン_442,,Pokemon,,,,,,,,,,,,,,
443,未設定ポケモン_443,,Pokemon,,,,,,,,,,,,,,
444,未設定ポケモン_444,,Pokemon,,,,,,,,,,,,,,
445,未設定ポケモン_445,,Pokemon,,,,,,,,,,,,,,
446,未設定ポケモン_446,,Pokemon,,,,,,,,,,,,,,
447,未設定ポケモン_447,,Pokemon,,,,,,,,,,,,,,
448,未設定ポケモン_448,,Pokemon,,,,,,,,,,,,,,
449,未設定ポケモン_449,,Pokemon,,,,,,,,,,,,,,
450,未設定ポケモン_450,,Pokemon,,,,,,,,,,,,,,
451,未設定ポケモン_451,,Pokemon,,,,,,,,,,,,,,
452,未設定ポケモン_452,,Pokemon,,,,,,,,,,,,,,
453,未設定ポケモン_453,,Pokemon,,,,,,,,,,,,,,
454,未設定ポケモン_454,,Pokemon,,,,,,,,,,,,,,
455,未設定ポケモン_455,,Pokemon,,,,,,,,,,,,,,
456,未設定ポケモン_456,,Pokemon,,,,,,,,,,,,,,
457,未設定ポケモン_457,,Pokemon,,,,,,,,,,,,,,
458,未設定ポケモン_458,,Pokemon,,,,,,,,,,,,,,
459,未設定ポケモン_459,,Pokemon,,,,,,,,,,,,,,
460,未設定ポケモン_460,,Pokemon,,,,,,,,,,,,,,
461,未設定ポケモン_461,,Pokemon,,,,,,,,,,,,,,
462,未設定ポケモン_462,,Pokemon,,,,,,,,,,,,,,
463,未設定ポケモン_463,,Pokemon,,,,,,,,,,,,,,
464,未設定ポケモン_464,,Pokemon,,,,,,,,,,,,,,
465,未設定ポケモン_465,,Pokemon,,,,,,,,,,,,,,
466,未設定ポケモン_466,,Pokemon,,,,,,,,,,,,,,
467,未設定ポケモン_467,,Pokemon,,,,,,,,,,,,,,
468,未設定ポケモン_468,,Pokemon,,,,,,,,,,,,,,
469,未設定ポケモン_469,,Pokemon,,,,,,,,,,,,,,
470,未設定ポケモン_470,,Pokemon,,,,,,,,,,,,,,
471,未設定ポケモン_471,,Pokemon,,,,,,,,,,,,,,
472,未設定ポケモン_472,,Pokemon,,,,,,,,,,,,,,
473,未設定ポケモン_473,,Pokemon,,,,,,,,,,,,,,
474,未設定ポケモン_474,,Pokemon,,,,,,,,,,,,,,
475,未設定ポケモン_475,,Pokemon,,,,,,,,,,,,,,
476,未設定ポケモン_476,,Pokemon,,,,,,,,,,,,,,
477,未設定ポケモン_477,,Pokemon,,,,,,,,,,,,,,
478,未設定ポケモン_478,,Pokemon,,,,,,,,,,,,,,
479,未設定ポケモン_479,,Pokemon,,,,,,,,,,,,,,
480,未設定ポケモン_480,,Pokemon,,,,,,,,,,,,,,
481,未設定ポケモン_481,,Pokemon,,,,,,,,,,,,,,
482,未設定ポケモン_482,,Pokemon,,,,,,,,,,,,,,
483,未設定ポケモン_483,,Pokemon,,,,,,,,,,,,,,
484,未設定ポケモン_484,,Pokemon,,,,,,,,,,,,,,
485,未設定ポケモン_485,,Pokemon,,,,,,,,,,,,,,
486,未設定ポケモン_486,,Pokemon,,,,,,,,,,,,,,
487,未設定ポケモン_487,,Pokemon,,,,,,,,,,,,,,
488,未設定ポケモン_488,,Pokemon,,,,,,,,,,,,,,
489,未設定ポケモン_489,,Pokemon,,,,,,,,,,,,,,
490,未設定ポケモン_490,,Pokemon,,,,,,,,,,,,,,
491,ダークライex,Dark,Pokemon,180,0,,,,ダークパルス,2,30,extra_per_dark_bench,アビススリープ,3,80,sleep,
492,未設定ポケモン_492,,Pokemon,,,,,,,,,,,,,,
493,未設定ポケモン_493,,Pokemon,,,,,,,,,,,,,,
494,未設定ポケモン_494,,Pokemon,,,,,,,,,,,,,,
495,未設定ポケモン_495,,Pokemon,,,,,,,,,,,,,,
496,未設定ポケモン_496,,Pokemon,,,,,,,,,,,,,,
497,未設定ポケモン_497,,Pokemon,,,,,,,,,,,,,,
498,未設定ポケモン_498,,Pokemon,,,,,,,,,,,,,,
499,未設定ポケモン_499,,Pokemon,,,,,,,,,,,,,,
500,未設定ポケモン_500,,Pokemon,,,,,,,,,,,,,,
501,未設定ポケモン_501,,Pokemon,,,,,,,,,,,,,,
502,未設定ポケモン_502,,Pokemon,,,,,,,,,,,,,,
503,未設定ポケモン_503,,Pokemon,,,,,,,,,,,,,,
504,未設定ポケモン_504,,Pokemon,,,,,,,,,,,,,,
505,未設定ポケモン_505,,Pokemon,,,,,,,,,,,,,,
506,未設定ポケモン_506,,Pokemon,,,,,,,,,,,,,,
507,未設定ポケモン_507,,Pokemon,,,,,,,,,,,,,,
508,未設定ポケモン_508,,Pokemon,,,,,,,,,,,,,,
509,未設定ポケモン_509,,Pokemon,,,,,,,,,,,,,,
510,未設定ポケモン_510,,Pokemon,,,,,,,,,,,,,,
511,未設定ポケモン_511,,Pokemon,,,,,,,,,,,,,,
512,未設定ポケモン_512,,Pokemon,,,,,,,,,,,,,,
513,未設定ポケモン_513,,Pokemon,,,,,,,,,,,,,,
514,未設定ポケモン_514,,Pokemon,,,,,,,,,,,,,,
515,未設定ポケモン_515,,Pokemon,,,,,,,,,,,,,,
516,未設定ポケモン_516,,Pokemon,,,,,,,,,,,,,,
517,未設定ポケモン_517,,Pokemon,,,,,,,,,,,,,,
518,未設定ポケモン_518,,Pokemon,,,,,,,,,,,,,,
519,未設定ポケモン_519,,Pokemon,,,,,,,,,,,,,,
520,未設定ポケモン_520,,Pokemon,,,,,,,,,,,,,,
521,未設定ポケモン_521,,Pokemon,,,,,,,,,,,,,,
522,未設定ポケモン_522,,Pokemon,,,,,,,,,,,,,,
523,未設定ポケモン_523,,Pokemon,,,,,,,,,,,,,,
524,未設定ポケモン_524,,Pokemon,,,,,,,,,,,,,,
525,未設定ポケモン_525,,Pokemon,,,,,,,,,,,,,,
526,未設定ポケモン_526,,Pokemon,,,,,,,,,,,,,,
527,未設定ポケモン_527,,Pokemon,,,,,,,,,,,,,,
528,未設定ポケモン_528,,Pokemon,,,,,,,,,,,,,,
529,未設定ポケモン_529,,Pokemon,,,,,,,,,,,,,,
530,未設定ポケモン_530,,Pokemon,,,,,,,,,,,,,,
531,未設定ポケモン_531,,Pokemon,,,,,,,,,,,,,,
532,未設定ポケモン_532,,Pokemon,,,,,,,,,,,,,,
533,未設定ポケモン_533,,Pokemon,,,,,,,,,,,,,,
534,未設定ポケモン_534,,Pokemon,,,,,,,,,,,,,,
535,未設定ポケモン_535,,Pokemon,,,,,,,,,,,,,,
536,未設定ポケモン_536,,Pokemon,,,,,,,,,,,,,,
537,未設定ポケモン_537,,Pokemon,,,,,,,,,,,,,,
538,未設定ポケモン_538,,Pokemon,,,,,,,,,,,,,,
539,未設定ポケモン_539,,Pokemon,,,,,,,,,,,,,,
540,未設定ポケモン_540,,Pokemon,,,,,,,,,,,,,,
541,未設定ポケモン_541,,Pokemon,,,,,,,,,,,,,,
542,未設定ポケモン_542,,Pokemon,,,,,,,,,,,,,,
543,未設定ポケモン_543,,Pokemon,,,,,,,,,,,,,,
544,未設定ポケモン_544,,Pokemon,,,,,,,,,,,,,,
545,未設定ポケモン_545,,Pokemon,,,,,,,,,,,,,,
546,未設定ポケモン_546,,Pokemon,,,,,,,,,,,,,,
547,未設定ポケモン_547,,Pokemon,,,,,,,,,,,,,,
548,未設定ポケモン_548,,Pokemon,,,,,,,,,,,,,,
549,未設定ポケモン_549,,Pokemon,,,,,,,,,,,,,,
550,未設定ポケモン_550,,Pokemon,,,,,,,,,,,,,,
551,未設定ポケモン_551,,Pokemon,,,,,,,,,,,,,,
552,未設定ポケモン_552,,Pokemon,,,,,,,,,,,,,,
553,未設定ポケモン_553,,Pokemon,,,,,,,,,,,,,,
554,未設定ポケモン_554,,Pokemon,,,,,,,,,,,,,,
555,未設定ポケモン_555,,Pokemon,,,,,,,,,,,,,,
556,未設定ポケモン_556,,Pokemon,,,,,,,,,,,,,,
557,未設定ポケモン_557,,Pokemon,,,,,,,,,,,,,,
558,未設定ポケモン_558,,Pokemon,,,,,,,,,,,,,,
559,未設定ポケモン_559,,Pokemon,,,,,,,,,,,,,,
560,未設定ポケモン_560,,Pokemon,,,,,,,,,,,,,,
561,未設定ポケモン_561,,Pokemon,,,,,,,,,,,,,,
562,未設定ポケモン_562,,Pokemon,,,,,,,,,,,,,,
563,未設定ポケモン_563,,Pokemon,,,,,,,,,,,,,,
564,未設定ポケモン_564,,Pokemon,,,,,,,,,,,,,,
565,未設定ポケモン_565,,Pokemon,,,,,,,,,,,,,,
566,未設定ポケモン_566,,Pokemon,,,,,,,,,,,,,,
567,未設定ポケモン_567,,Pokemon,,,,,,,,,,,,,,
568,未設定ポケモン_568,,Pokemon,,,,,,,,,,,,,,
569,未設定ポケモン_569,,Pokemon,,,,,,,,,,,,,,
570,未設定ポケモン_570,,Pokemon,,,,,,,,,,,,,,
571,未設定ポケモン_571,,Pokemon,,,,,,,,,,,,,,
572,未設定ポケモン_572,,Pokemon,,,,,,,,,,,,,,
573,未設定ポケモン_573,,Pokemon,,,,,,,,,,,,,,
574,未設定ポケモン_574,,Pokemon,,,,,,,,,,,,,,
575,未設定ポケモン_575,,Pokemon,,,,,,,,,,,,,,
576,未設定ポケモン_576,,Pokemon,,,,,,,,,,,,,,
577,未設定ポケモン_577,,Pokemon,,,,,,,,,,,,,,
578,未設定ポケモン_578,,Pokemon,,,,,,,,,,,,,,
579,未設定ポケモン_579,,Pokemon,,,,,,,,,,,,,,
580,未設定ポケモン_580,,Pokemon,,,,,,,,,,,,,,
581,未設定ポケモン_581,,Pokemon,,,,,,,,,,,,,,
582,未設定ポケモン_582,,Pokemon,,,,,,,,,,,,,,
583,未設定ポケモン_583,,Pokemon,,,,,,,,,,,,,,
584,未設定ポケモン_584,,Pokemon,,,,,,,,,,,,,,
585,未設定ポケモン_585,,Pokemon,,,,,,,,,,,,,,
586,未設定ポケモン_586,,Pokemon,,,,,,,,,,,,,,
587,未設定ポケモン_587,,Pokemon,,,,,,,,,,,,,,
588,未設定ポケモン_588,,Pokemon,,,,,,,,,,,,,,
589,未設定ポケモン_589,,Pokemon,,,,,,,,,,,,,,
590,未設定ポケモン_590,,Pokemon,,,,,,,,,,,,,,
591,未設定ポケモン_591,,Pokemon,,,,,,,,,,,,,,
592,未設定ポケモン_592,,Pokemon,,,,,,,,,,,,,,
593,未設定ポケモン_593,,Pokemon,,,,,,,,,,,,,,
594,未設定ポケモン_594,,Pokemon,,,,,,,,,,,,,,
595,未設定ポケモン_595,,Pokemon,,,,,,,,,,,,,,
596,未設定ポケモン_596,,Pokemon,,,,,,,,,,,,,,
597,未設定ポケモン_597,,Pokemon,,,,,,,,,,,,,,
598,未設定ポケモン_598,,Pokemon,,,,,,,,,,,,,,
599,未設定ポケモン_599,,Pokemon,,,,,,,,,,,,,,
600,未設定ポケモン_600,,Pokemon,,,,,,,,,,,,,,
601,未設定ポケモン_601,,Pokemon,,,,,,,,,,,,,,
602,未設定ポケモン_602,,Pokemon,,,,,,,,,,,,,,
603,シビシラス,Lightning,Pokemon,60,0,,,,でんげき,1,10,,,,,,
604,未設定ポケモン_604,,Pokemon,,,,,,,,,,,,,,
605,未設定ポケモン_605,,Pokemon,,,,,,,,,,,,,,
606,未設定ポケモン_606,,Pokemon,,,,,,,,,,,,,,
607,未設定ポケモン_607,,Pokemon,,,,,,,,,,,,,,
608,未設定ポケモン_608,,Pokemon,,,,,,,,,,,,,,
609,未設定ポケモン_609,,Pokemon,,,,,,,,,,,,,,
610,キバゴ,Dragon,Pokemon,70,0,,,,かじる,1,20,,,,,,
611,オノンド,Dragon,Pokemon,100,1,610,,,りゅうのいぶき,2,50,,,,,,
612,オノノクス,Dragon,Pokemon,160,2,611,,,ドラゴンバースト,Fighting:1,Metal:1,Colorless:1,50,bench_energy_20,,,,
613,未設定ポケモン_613,,Pokemon,,,,,,,,,,,,,,
614,未設定ポケモン_614,,Pokemon,,,,,,,,,,,,,,
615,未設定ポケモン_615,,Pokemon,,,,,,,,,,,,,,
616,未設定ポケモン_616,,Pokemon,,,,,,,,,,,,,,
617,未設定ポケモン_617,,Pokemon,,,,,,,,,,,,,,
618,未設定ポケモン_618,,Pokemon,,,,,,,,,,,,,,
619,未設定ポケモン_619,,Pokemon,,,,,,,,,,,,,,
620,未設定ポケモン_620,,Pokemon,,,,,,,,,,,,,,
621,未設定ポケモン_621,,Pokemon,,,,,,,,,,,,,,
622,未設定ポケモン_622,,Pokemon,,,,,,,,,,,,,,
623,未設定ポケモン_623,,Pokemon,,,,,,,,,,,,,,
624,未設定ポケモン_624,,Pokemon,,,,,,,,,,,,,,
625,未設定ポケモン_625,,Pokemon,,,,,,,,,,,,,,
626,未設定ポケモン_626,,Pokemon,,,,,,,,,,,,,,
627,未設定ポケモン_627,,Pokemon,,,,,,,,,,,,,,
628,未設定ポケモン_628,,Pokemon,,,,,,,,,,,,,,
629,未設定ポケモン_629,,Pokemon,,,,,,,,,,,,,,
630,未設定ポケモン_630,,Pokemon,,,,,,,,,,,,,,
631,未設定ポケモン_631,,Pokemon,,,,,,,,,,,,,,
632,未設定ポケモン_632,,Pokemon,,,,,,,,,,,,,,
633,未設定ポケモン_633,,Pokemon,,,,,,,,,,,,,,
634,未設定ポケモン_634,,Pokemon,,,,,,,,,,,,,,
635,未設定ポケモン_635,,Pokemon,,,,,,,,,,,,,,
636,未設定ポケモン_636,,Pokemon,,,,,,,,,,,,,,
637,未設定ポケモン_637,,Pokemon,,,,,,,,,,,,,,
638,未設定ポケモン_638,,Pokemon,,,,,,,,,,,,,,
639,未設定ポケモン_639,,Pokemon,,,,,,,,,,,,,,
640,未設定ポケモン_640,,Pokemon,,,,,,,,,,,,,,
641,未設定ポケモン_641,,Pokemon,,,,,,,,,,,,,,
642,未設定ポケモン_642,,Pokemon,,,,,,,,,,,,,,
643,未設定ポケモン_643,,Pokemon,,,,,,,,,,,,,,
644,未設定ポケモン_644,,Pokemon,,,,,,,,,,,,,,
645,未設定ポケモン_645,,Pokemon,,,,,,,,,,,,,,
646,未設定ポケモン_646,,Pokemon,,,,,,,,,,,,,,
647,未設定ポケモン_647,,Pokemon,,,,,,,,,,,,,,
648,未設定ポケモン_648,,Pokemon,,,,,,,,,,,,,,
649,未設定ポケモン_649,,Pokemon,,,,,,,,,,,,,,
650,未設定ポケモン_650,,Pokemon,,,,,,,,,,,,,,
651,未設定ポケモン_651,,Pokemon,,,,,,,,,,,,,,
652,未設定ポケモン_652,,Pokemon,,,,,,,,,,,,,,
653,未設定ポケモン_653,,Pokemon,,,,,,,,,,,,,,
654,未設定ポケモン_654,,Pokemon,,,,,,,,,,,,,,
655,未設定ポケモン_655,,Pokemon,,,,,,,,,,,,,,
656,ケロマツ,Water,Pokemon,60,0,,,,あわ,1,10,,,,,,
657,ゲコガシラ,Water,Pokemon,80,1,656,,,みずのはどう,2,40,sleep,,,,,
658,ゲッコウガ,Water,Pokemon,140,2,657,water_shuriken,,げっこうえんぶ,2,80,,,,,,
659,未設定ポケモン_659,,Pokemon,,,,,,,,,,,,,,
660,未設定ポケモン_660,,Pokemon,,,,,,,,,,,,,,
661,未設定ポケモン_661,,Pokemon,,,,,,,,,,,,,,
662,未設定ポケモン_662,,Pokemon,,,,,,,,,,,,,,
663,未設定ポケモン_663,,Pokemon,,,,,,,,,,,,,,
664,未設定ポケモン_664,,Pokemon,,,,,,,,,,,,,,
665,未設定ポケモン_665,,Pokemon,,,,,,,,,,,,,,
666,未設定ポケモン_666,,Pokemon,,,,,,,,,,,,,,
667,未設定ポケモン_667,,Pokemon,,,,,,,,,,,,,,
668,未設定ポケモン_668,,Pokemon,,,,,,,,,,,,,,
669,未設定ポケモン_669,,Pokemon,,,,,,,,,,,,,,
670,未設定ポケモン_670,,Pokemon,,,,,,,,,,,,,,
671,未設定ポケモン_671,,Pokemon,,,,,,,,,,,,,,
672,未設定ポケモン_672,,Pokemon,,,,,,,,,,,,,,
673,未設定ポケモン_673,,Pokemon,,,,,,,,,,,,,,
674,未設定ポケモン_674,,Pokemon,,,,,,,,,,,,,,
675,未設定ポケモン_675,,Pokemon,,,,,,,,,,,,,,
676,未設定ポケモン_676,,Pokemon,,,,,,,,,,,,,,
677,未設定ポケモン_677,,Pokemon,,,,,,,,,,,,,,
678,未設定ポケモン_678,,Pokemon,,,,,,,,,,,,,,
679,未設定ポケモン_679,,Pokemon,,,,,,,,,,,,,,
680,未設定ポケモン_680,,Pokemon,,,,,,,,,,,,,,
681,未設定ポケモン_681,,Pokemon,,,,,,,,,,,,,,
682,未設定ポケモン_682,,Pokemon,,,,,,,,,,,,,,
683,未設定ポケモン_683,,Pokemon,,,,,,,,,,,,,,
684,未設定ポケモン_684,,Pokemon,,,,,,,,,,,,,,
685,未設定ポケモン_685,,Pokemon,,,,,,,,,,,,,,
686,未設定ポケモン_686,,Pokemon,,,,,,,,,,,,,,
687,未設定ポケモン_687,,Pokemon,,,,,,,,,,,,,,
688,未設定ポケモン_688,,Pokemon,,,,,,,,,,,,,,
689,未設定ポケモン_689,,Pokemon,,,,,,,,,,,,,,
690,未設定ポケモン_690,,Pokemon,,,,,,,,,,,,,,
691,未設定ポケモン_691,,Pokemon,,,,,,,,,,,,,,
692,未設定ポケモン_692,,Pokemon,,,,,,,,,,,,,,
693,未設定ポケモン_693,,Pokemon,,,,,,,,,,,,,,
694,未設定ポケモン_694,,Pokemon,,,,,,,,,,,,,,
695,未設定ポケモン_695,,Pokemon,,,,,,,,,,,,,,
696,未設定ポケモン_696,,Pokemon,,,,,,,,,,,,,,
697,未設定ポケモン_697,,Pokemon,,,,,,,,,,,,,,
698,未設定ポケモン_698,,Pokemon,,,,,,,,,,,,,,
699,未設定ポケモン_699,,Pokemon,,,,,,,,,,,,,,
700,未設定ポケモン_700,,Pokemon,,,,,,,,,,,,,,
701,未設定ポケモン_701,,Pokemon,,,,,,,,,,,,,,
702,未設定ポケモン_702,,Pokemon,,,,,,,,,,,,,,
703,未設定ポケモン_703,,Pokemon,,,,,,,,,,,,,,
704,未設定ポケモン_704,,Pokemon,,,,,,,,,,,,,,
705,未設定ポケモン_705,,Pokemon,,,,,,,,,,,,,,
706,未設定ポケモン_706,,Pokemon,,,,,,,,,,,,,,
707,未設定ポケモン_707,,Pokemon,,,,,,,,,,,,,,
708,未設定ポケモン_708,,Pokemon,,,,,,,,,,,,,,
709,未設定ポケモン_709,,Pokemon,,,,,,,,,,,,,,
710,未設定ポケモン_710,,Pokemon,,,,,,,,,,,,,,
711,未設定ポケモン_711,,Pokemon,,,,,,,,,,,,,,
712,未設定ポケモン_712,,Pokemon,,,,,,,,,,,,,,
713,未設定ポケモン_713,,Pokemon,,,,,,,,,,,,,,
714,未設定ポケモン_714,,Pokemon,,,,,,,,,,,,,,
715,未設定ポケモン_715,,Pokemon,,,,,,,,,,,,,,
716,未設定ポケモン_716,,Pokemon,,,,,,,,,,,,,,
717,未設定ポケモン_717,,Pokemon,,,,,,,,,,,,,,
718,未設定ポケモン_718,,Pokemon,,,,,,,,,,,,,,
719,未設定ポケモン_719,,Pokemon,,,,,,,,,,,,,,
720,未設定ポケモン_720,,Pokemon,,,,,,,,,,,,,,
721,未設定ポケモン_721,,Pokemon,,,,,,,,,,,,,,
722,未設定ポケモン_722,,Pokemon,,,,,,,,,,,,,,
723,未設定ポケモン_723,,Pokemon,,,,,,,,,,,,,,
724,未設定ポケモン_724,,Pokemon,,,,,,,,,,,,,,
725,未設定ポケモン_725,,Pokemon,,,,,,,,,,,,,,
726,未設定ポケモン_726,,Pokemon,,,,,,,,,,,,,,
727,未設定ポケモン_727,,Pokemon,,,,,,,,,,,,,,
728,未設定ポケモン_728,,Pokemon,,,,,,,,,,,,,,
729,未設定ポケモン_729,,Pokemon,,,,,,,,,,,,,,
730,未設定ポケモン_730,,Pokemon,,,,,,,,,,,,,,
731,未設定ポケモン_731,,Pokemon,,,,,,,,,,,,,,
732,未設定ポケモン_732,,Pokemon,,,,,,,,,,,,,,
733,未設定ポケモン_733,,Pokemon,,,,,,,,,,,,,,
734,未設定ポケモン_734,,Pokemon,,,,,,,,,,,,,,
735,未設定ポケモン_735,,Pokemon,,,,,,,,,,,,,,
736,未設定ポケモン_736,,Pokemon,,,,,,,,,,,,,,
737,未設定ポケモン_737,,Pokemon,,,,,,,,,,,,,,
738,未設定ポケモン_738,,Pokemon,,,,,,,,,,,,,,
739,未設定ポケモン_739,,Pokemon,,,,,,,,,,,,,,
740,未設定ポケモン_740,,Pokemon,,,,,,,,,,,,,,
741,オドリドリ (雷),Lightning,Pokemon,90,0,,prevent_ex_damage,,ぱちぱちダンス,1,20,,,,,,
742,未設定ポケモン_742,,Pokemon,,,,,,,,,,,,,,
743,未設定ポケモン_743,,Pokemon,,,,,,,,,,,,,,
744,未設定ポケモン_744,,Pokemon,,,,,,,,,,,,,,
745,未設定ポケモン_745,,Pokemon,,,,,,,,,,,,,,
746,未設定ポケモン_746,,Pokemon,,,,,,,,,,,,,,
747,未設定ポケモン_747,,Pokemon,,,,,,,,,,,,,,
748,未設定ポケモン_748,,Pokemon,,,,,,,,,,,,,,
749,未設定ポケモン_749,,Pokemon,,,,,,,,,,,,,,
750,未設定ポケモン_750,,Pokemon,,,,,,,,,,,,,,
751,未設定ポケモン_751,,Pokemon,,,,,,,,,,,,,,
752,未設定ポケモン_752,,Pokemon,,,,,,,,,,,,,,
753,未設定ポケモン_753,,Pokemon,,,,,,,,,,,,,,
754,未設定ポケモン_754,,Pokemon,,,,,,,,,,,,,,
755,未設定ポケモン_755,,Pokemon,,,,,,,,,,,,,,
756,未設定ポケモン_756,,Pokemon,,,,,,,,,,,,,,
757,未設定ポケモン_757,,Pokemon,,,,,,,,,,,,,,
758,未設定ポケモン_758,,Pokemon,,,,,,,,,,,,,,
759,未設定ポケモン_759,,Pokemon,,,,,,,,,,,,,,
760,未設定ポケモン_760,,Pokemon,,,,,,,,,,,,,,
761,未設定ポケモン_761,,Pokemon,,,,,,,,,,,,,,
762,未設定ポケモン_762,,Pokemon,,,,,,,,,,,,,,
763,未設定ポケモン_763,,Pokemon,,,,,,,,,,,,,,
764,未設定ポケモン_764,,Pokemon,,,,,,,,,,,,,,
765,未設定ポケモン_765,,Pokemon,,,,,,,,,,,,,,
766,未設定ポケモン_766,,Pokemon,,,,,,,,,,,,,,
767,未設定ポケモン_767,,Pokemon,,,,,,,,,,,,,,
768,未設定ポケモン_768,,Pokemon,,,,,,,,,,,,,,
769,未設定ポケモン_769,,Pokemon,,,,,,,,,,,,,,
770,未設定ポケモン_770,,Pokemon,,,,,,,,,,,,,,
771,未設定ポケモン_771,,Pokemon,,,,,,,,,,,,,,
772,未設定ポケモン_772,,Pokemon,,,,,,,,,,,,,,
773,未設定ポケモン_773,,Pokemon,,,,,,,,,,,,,,
774,未設定ポケモン_774,,Pokemon,,,,,,,,,,,,,,
775,未設定ポケモン_775,,Pokemon,,,,,,,,,,,,,,
776,未設定ポケモン_776,,Pokemon,,,,,,,,,,,,,,
777,未設定ポケモン_777,,Pokemon,,,,,,,,,,,,,,
778,未設定ポケモン_778,,Pokemon,,,,,,,,,,,,,,
779,未設定ポケモン_779,,Pokemon,,,,,,,,,,,,,,
780,未設定ポケモン_780,,Pokemon,,,,,,,,,,,,,,
781,未設定ポケモン_781,,Pokemon,,,,,,,,,,,,,,
782,未設定ポケモン_782,,Pokemon,,,,,,,,,,,,,,
783,未設定ポケモン_783,,Pokemon,,,,,,,,,,,,,,
784,未設定ポケモン_784,,Pokemon,,,,,,,,,,,,,,
785,未設定ポケモン_785,,Pokemon,,,,,,,,,,,,,,
786,未設定ポケモン_786,,Pokemon,,,,,,,,,,,,,,
787,未設定ポケモン_787,,Pokemon,,,,,,,,,,,,,,
788,未設定ポケモン_788,,Pokemon,,,,,,,,,,,,,,
789,未設定ポケモン_789,,Pokemon,,,,,,,,,,,,,,
790,未設定ポケモン_790,,Pokemon,,,,,,,,,,,,,,
791,未設定ポケモン_791,,Pokemon,,,,,,,,,,,,,,
792,未設定ポケモン_792,,Pokemon,,,,,,,,,,,,,,
793,未設定ポケモン_793,,Pokemon,,,,,,,,,,,,,,
794,未設定ポケモン_794,,Pokemon,,,,,,,,,,,,,,
795,未設定ポケモン_795,,Pokemon,,,,,,,,,,,,,,
796,未設定ポケモン_796,,Pokemon,,,,,,,,,,,,,,
797,未設定ポケモン_797,,Pokemon,,,,,,,,,,,,,,
798,未設定ポケモン_798,,Pokemon,,,,,,,,,,,,,,
799,未設定ポケモン_799,,Pokemon,,,,,,,,,,,,,,
800,未設定ポケモン_800,,Pokemon,,,,,,,,,,,,,,
801,未設定ポケモン_801,,Pokemon,,,,,,,,,,,,,,
802,未設定ポケモン_802,,Pokemon,,,,,,,,,,,,,,
803,未設定ポケモン_803,,Pokemon,,,,,,,,,,,,,,
804,未設定ポケモン_804,,Pokemon,,,,,,,,,,,,,,
805,未設定ポケモン_805,,Pokemon,,,,,,,,,,,,,,
806,未設定ポケモン_806,,Pokemon,,,,,,,,,,,,,,
807,未設定ポケモン_807,,Pokemon,,,,,,,,,,,,,,
